2025-12-27T22:40:17.357384 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"image","id":"593987119450947791","quoteToken":"J88eeV0p_kyCVNGMjab0FKqrgNDc6MnAu2OxbpTFoBAnU4J-TkyE4YuJIzGH4VOmb_iTX5o_XR8RnBy7nh2mXMsZGczl3GEy5S7sUOZYHHp5dFe5_mT7UAJyv54CNpvSRNdNNuPwWfg_1Spp_QY-YQ","markAsReadToken":"ZquhOv8w-J0vHy5phunW6R3ZGTAjXyJs-IfWr1ZhTVbqIiF5at3D0tX3GXL7Dion-4WOU-YX3o9Y_r2ZKzY_k7hPInR72kXbqpvfuaTnQ5xoiQe8c3A-kI5K0Z2Zs7qct0M4C4LnDKwPRORlzshbyqvbXyGiT9upWetSXL2MuALFUz-rFLi4-b-5OtF6zucMnFaff4SFeiXN1er6dKA3pg","contentProvider":{"type":"line"}},"webhookEventId":"01KDGZGF298YT57P72GPMW0CA4","deliveryContext":{"isRedelivery":false},"timestamp":1766875216869,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"ab9501524cf84d2d80bfd8a900b9f7ed","mode":"active"}]}
2025-12-28T20:36:21.427165 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594119599411167352","quoteToken":"iuZUWzD4honLqaMXdJIHa2LaZSaKynb3ZhTfL8NyElX08rvKRM74fR3pUh7mE0gosMSHg6ZCGI4ZF5vQgpEMiu8etTATdOC078hT-76_0rzhVuOS_xtKVz9KyPQwrPSJbaHidwLQtbBlj--Qq09aNg","markAsReadToken":"MlKRaj8thLY_do5h2lUSdb3E26cKrCvkcUJQMYtQkV9G5Bldkp9hrYuqzvJvYxFqw3ixqaqlUOoWrOIxElOI_tjwiZNglW6YbK251KoomTn4EBdIHjmbS16ehyUaocRKZFqrBj2prAShITYuA-7F5W9KOHBBow5HKHU_F6I9zRqNpfteQcAinJJyypv-QTqG7NLOrbAEZbBuJ_d4GI4Jqw","text":"あ、犬も一緒なんですね！これは大きなポイントです。\n\n犬がいるということは：\n- 犬の運動も兼ねる必要がある\n- 犬が興奮しすぎない程度の活動\n- でも犬も楽しめる要素があると良い\n- お子さんが犬の世話をしながら自分も動く\n\nという条件が加わりますね。\n\n**犬種や性格**はどんな感じですか？（活発か、おとなしいか、ボール遊び好きか、など）\n\n犬同伴を前提にすると、こんな遊び方が考えられます：\n\n**1. フリスビー（犬も参加型）**\n- 犬がキャッチできるタイプのフリスビーなら、犬も参加\n- 犬が追いかけるのを見ながら、お子さんも歩く・小走りする\n- 投げる技術を研究する要素も入れられる\n\n**2. 宝探しゲーム（犬の嗅覚利用）**\n- おやつを隠して犬に探させる\n- お子さんは犬をリードしながら河原を歩く\n- 「今日は何分で見つけられるか」記録\n\n**3. 散歩コース開拓**\n- 河原500m四方の中で毎回違うルートを歩く\n- スマホGPSで軌跡を記録、コレクション化\n- 犬のペースに合わせつつ、お子さんも相応に歩く\n\n**4. 犬と一緒に「観察活動」**\n- 犬の反応を観察記録（どこで立ち止まるか、何に興味を示すか）\n- 野鳥観察も犬がいると違った反応が見られる\n\n犬がどんなタイプかによって、提案をもっと絞り込めそうです。"},"webhookEventId":"01KDKAT8N9WKHYZ172ETS2CPZX","deliveryContext":{"isRedelivery":false},"timestamp":1766954180782,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"64bfef6ef0e64011b51c36de422e8c21","mode":"active"}]}
2025-12-28T20:36:35.659464 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594119624006566025","quoteToken":"zFv_fXzPY98CWG0_KSBZe4CIbL56BKHgeke_-8_GlO3DJCX99UlG-A6XZeM3vwMiRM-iJonZehn-BxmfXKFxEOWktqTOgplge6ScRqQwGLk_SE8V1ZOYl0Rdivdw-JUW5DPnoH06u61WUKkoFBhyEw","markAsReadToken":"qjqLI66Dt9byNbxtnkxlic7hGH08giGgE_oyLyPicsEI8aDc6bTtjrpR_j5DC23sbVonV75B3pG7RWReTA49QilanDgIl5jIYgJ3_DT62ecfUIt3vJCRfH_Him3qpbg6Wh3DWSQSUSmREve9P7jq44p1_i0fQ0JuLYYhXLg8pzQVozcqvXswzRdC2dJ4eugCNNuIr6fCY0PbbQ6Sxxno9A","text":"了解です。\n**「犬同伴」＝制約ではなく“強力なエンジン”**として理解しました。\nここまでの条件を全部まとめて、まず整理します。\n\n---\n\n## 現在の全条件（確定版）\n\n* **中学2年**\n* **理系・Switch慣れ**\n* **眼鏡あり（安全重視）**\n* **股関節が固い（走らせない）**\n* **河原 500m四方**\n* **犬同伴（散歩は成立している）**\n\n→ かなり**完成度の高い設計条件**です。\n\n---\n\n## 犬がいることで何が変わるか（重要）\n\n犬がいると、\n\n* 「運動させられている」→ **「世話・任務」になる**\n* 移動が**自然に長くなる**\n* 立ち止まる／再開が苦にならない\n* 親の指示より**犬の行動が理由**になる\n\nこれは中2には最強です。\n\n---\n\n## 基本コンセプト\n\n### **「犬の行動をデータ化するフィールド実験」**\n\n犬＝NPC（でも自律AI）\n\n---\n\n## 具体アイデア（Switch × 理系 × 犬）\n\n### ① 犬主導・ルート最適化ミッション\n\n**内容**\n\n* 犬が行きたがる方向を尊重\n* 人は「記録係」\n\n記録例：\n\n* 歩いた距離（スマホ歩数）\n* 停止回数\n* におい嗅ぎ時間\n\n→ **最短／最楽／最安定ルート**を後で考察\n\n運動：\n\n* 歩行メイン\n* 立ち止まり→再開で股関節刺激\n\n---\n\n### ② 紙ヒコーキ × 犬（安全型）\n\n※追いかけさせないのが鉄則\n\n* 投げる\n* 人が回収\n* 犬は横で待つ or 別方向散策\n\n研究テーマ：\n\n* 犬がいると集中力は上がるか？\n* 風が強い日は待ち時間が増えるか？\n\n→ **犬は観測対象**、遊具ではない\n\n---\n\n### ③ キックボード × 犬（並走禁止）\n\n* 犬は歩く\n* 人は「降りて押す」区間あり\n\n実験：\n\n* 押す vs 乗る で疲労感比較\n* 犬のペースに合わせた平均速度\n\n→ 眼鏡安全\n→ 股関節負荷低\n\n---\n\n### ④ 犬の行動予測ゲーム\n\n**Switch的要素**\n\n* 「次に止まるまで何m？」\n* 「どこで曲がる？」\n\n→ 当たったら“クリア”\n→ 外れても笑える\n\n---\n\n## 犬がいるからこそできる「責任型運動」\n\n中2は\n\n* 命令されるのが嫌\n* 役割を持つのはOK\n\n**「犬の安全係」**\n**「記録係」**\nという立場にすると自尊心が保たれます。\n\n---\n\n## 親の立ち位置（超重要）\n\n* 指示しない\n* 管理しない\n* 「犬どうだった？」だけ聞く\n\n---\n\n## 次の設計ステップ\n\nここまで来たので、次はかなり具体的にできます。\n\n* **犬種・大きさ別の安全ルール**\n* **冬向け30分モデルプラン**\n* **Switch30分⇄外30分の交換設計**\n* **「今日は何もしない日」も含めた週設計**\n\nどこを一番詰めますか？\n相談役として、かなり完成形に近いです。\n"},"webhookEventId":"01KDKATPJ93PG1BMDZKEPSEGFQ","deliveryContext":{"isRedelivery":false},"timestamp":1766954195446,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"88e0857af1d341efa5fd85bf038413a3","mode":"active"}]}
2025-12-28T20:37:20.062677 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594119697742430226","quoteToken":"BMCnUoaQ-BLAHMKJkSXGNar4L7gq-sU2EyAtJsX518G8_dOHMBClBTmI2hFpzp0LY0kmS8sx6OeRch2LbLdY--tKfptKpizwNYuwFPr8dbC-lHoxvYPpic0Wfm7A0gZkFEskiQTHfgYN6WqUx72-JQ","markAsReadToken":"CjoMX8K29LbymalSXM_hSrySxhAODoU-Y2yxUYTIUkk8bp3u0spfMbZwt0PNRIjQ6fBrdn2duSrwb2cdgZLFdKhYLGCNiQ0kEcfBBzYItu6-CzMqOtvpsCe6ExssolnfRa_CnLkLo5Mg_GYuXbQHh3EPi_ve_VK6JuaLBNTnGyNwQ-jZdCV8ar-w7oiwTmZhqz8xILJTryw-ZrGbe4K5Lw","text":"わかりました。お父さんとして色々考えて提案されてきたんですね。最終案をまとめます。\n\n---\n\n## 冬の河原での運動不足解消プラン（中2・犬同伴ver.）\n\n### **メインの組み合わせ提案**\n\n**1. フリスビー（ゲーム化・記録型）**\n- 犬も参加できる柔らかいタイプを使用\n- ただ投げ合うのでなく：\n  - 「目標物に当てる」ポイント制\n  - 「〇m飛ばす」距離チャレンジ\n  - 投げ方・角度と飛距離の関係を研究\n- マイクラ的な「達成リスト」作成\n- 眼鏡でも激しく動かないのでOK\n\n**2. 河原フィールドワーク（探索・収集）**\n- 犬の散歩を兼ねて、毎回違うルートを歩く\n- 石・流木・野鳥などを「図鑑化」（ポケモン的コレクション）\n- スマホで写真記録・GPS軌跡保存\n- 体は自然に動くが、股関節への負担は少ない\n\n**3. お父さん提案の活用法**\n- **紙飛行機**：滞空時間・飛距離を測定して記録。風向きとの関係を研究（サイエンス要素）\n- **キックボード**：河原の端から端への移動手段として。犬も併走できる速度で\n\n### **ポイント**\n- すべて「記録・測定・比較」でゲーム化できる\n- 犬も無理なく参加\n- 理系的好奇心を刺激\n- 眼鏡・股関節問題もクリア\n- 自分のペースで継続可能\n\nいかがでしょうか？"},"webhookEventId":"01KDKAW1WVFQXQ7YK8ZZRYNDS1","deliveryContext":{"isRedelivery":false},"timestamp":1766954239390,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"d4db652dd9624ce8aabe79ba79bfa06b","mode":"active"}]}
2025-12-28T20:37:34.051407 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594119721767403780","quoteToken":"qgWsO0NN0c3GiMNlnR7_NT4R9AMioHNqSMbFAB3j41PMBWK7c4tZd6HnZXNW8EzFaFzmiOp6h3BIZjn-m24Ay2hHFINWw8YTO5QL3Eo1ADj6j6MaBW-66tDvBmT_g0fpWEHfk7g5RkHXqn5PKOsP8A","markAsReadToken":"ZwvGbvhotZslqBNLJ2lXJ3A6vp9836e3pGtn7WDZxBMkWqxBRyIJJlJU3KMsJ__mtox0ZFJzfcvZjkeu0sQIrDLFnRfoQyKTFEP5FWZAptX43trwirmFDf27z3i7gus5VaEjawzYOoO6jLVPNnM5CDylK0ijFs_KapN_2zO1vuJEYp5kgpTS7PBHEwASr3qH6j4MX5lWSU9yGd75uJYHqg","text":"了解です。\nでは **「父親提案（キックボード・紙飛行機）を核にしつつ、押しつけにならない最終案」**として、**相談役のまとめ版**を提示します。\n\n---\n\n# 最終案まとめ\n\n**冬の河原500m × 中学2年 × 理系 × Switch × 眼鏡 × 犬同伴**\n\n## 基本コンセプト\n\n### **「運動」ではなく\n\n### 「フィールド実験＋犬の散歩」**\n\n父親は**装置提供者**、\n子どもは**研究担当者**。\n\n---\n\n## 全体構造（30〜45分）\n\n* 犬の散歩がベース（成立している日常）\n* その中に\n  **キックボード**と**紙飛行機**を\n  「使ってもいい実験装置」として置く\n\n※「やる／やらない」は本人に委ねる\n※使わなくても失敗ではない\n\n---\n\n## ① キックボード（父親提案①）\n\n### 位置づけ\n\n❌ 乗る練習\n⭕ **移動効率を調べる装置**\n\n### ルール\n\n* 犬と並走しない\n* 危ない場所は降りて押す\n* 競争しない\n\n### ミッション例（1つだけ）\n\n* 一蹴りで何m進めるか\n* 押す vs 乗る で疲れ方の違い\n* 路面（砂・土・草）で進みやすさ比較\n\n\uD83D\uDC49 **走らない／股関節に優しい**\n\uD83D\uDC49 眼鏡OK\n\uD83D\uDC49 「父の案」を尊重しつつ主導権は子へ\n\n---\n\n## ② 紙飛行機（父親提案②）\n\n### 位置づけ\n\n❌ 飛ばして遊ぶ\n⭕ **風と形の実験**\n\n### ルール\n\n* 犬は追わせない\n* 投げる→歩いて回収が主運動\n* 正解は決めない\n\n### ミッション例\n\n* 今日いちばん遠く飛んだ形\n* 風向きで結果は変わるか\n* 同じ機体で3回投げた差\n\n\uD83D\uDC49 運動は**回収距離**\n\uD83D\uDC49 理系的満足感\n\uD83D\uDC49 冬でも短時間で成立\n\n---\n\n## ③ 犬（主役）\n\n### 役割\n\n* 運動の理由\n* 行動の変数（止まる・曲がる・待つ）\n\n### 子どもの立場\n\n* 犬の安全係\n* 観測・記録係\n\n\uD83D\uDC49 「やらされ感」を消す最大要素\n\n---\n\n## 父親の立ち位置（最重要）\n\n* 提案は**2つまで**（キックボード・紙飛行機）\n* 使わせようとしない\n* 結果を評価しない\n\n言うのはこれだけ：\n\n> 「今日、どれ使った？」\n\n---\n\n## 成功の定義\n\n* 運動した → ✕\n* 全部やった → ✕\n\n### 成功＝\n\n* 外に出た\n* 犬と一緒に歩いた\n* どちらかを“触った”\n\nこれで十分。\n\n---\n\n## この案の強み\n\n* 父親の提案が**否定されない**\n* 中2の自尊心を守る\n* 股関節・眼鏡・冬・犬、すべて対応\n* 継続できる（やらない日もOK）\n\n---\n\nもし次にやるなら：\n\n* **1回目の声かけ文**\n* **「今日は何もしない日」の扱い方**\n* **1か月ゆるプラン**\n\nどれを詰めますか？\n"},"webhookEventId":"01KDKAWFH8T97J4PR0J9WCSSF4","deliveryContext":{"isRedelivery":false},"timestamp":1766954253716,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"3f89c6ae40e740ae90d78b977fe435b7","mode":"active"}]}
2025-12-28T20:37:46.134312 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594119741514186872","quoteToken":"35AWAoMOhgAEKTPqY-H6f9kbXJ9iL78UFjl9eH5vRjBWLFy_i9a6olARw1pxVW1lIHryOODeXWPHWoN-emDLIfWsbiHkl8glz-vLEZMJOwQ_Rdq-lmrlxCPyYZFrbJlZDjyEt-Vz4ObvA2gJrXZAGg","markAsReadToken":"NNy7v0yR5Ik-Mml1jU9AsTYOQacnHVpqKJjnZSCg3Yyk_6MGwr1LpkyJRdiQzik9QnKIRXBINeskRUagVGWY-E3gcFs55UsfQl4PBVQOoMbPLaS4QZQJI5F2IUahPG4nfXwI_SumRa7kbb0L_N-GHKdCs5KUoN3ecZkolBpiEPJUFPRVRGIskA87aMInjrqHGKmVENotZvVFYuH3DpMZvg","text":"#AI検討をまとめて"},"webhookEventId":"01KDKAWVCBXQPW48G6YWT56B3R","deliveryContext":{"isRedelivery":false},"timestamp":1766954265487,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"d5eb17fb62004f18bd66e31f886d5fb8","mode":"active"}]}
2025-12-28T22:33:07.193247 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594131353142820920","quoteToken":"qaX_3XLNevkAcmI9Et0129OnREq3QFK0j_B7WUL8A4ArdcqqUc0rzfofqCRL-JQqcEkJfysdNdYBezv_nTm5_fi9iJ3Fkr7TZOUNdEhlUUmlqrlTH8f2g6189QVz3_jTcyadpri6VrGk1WgEemzg0g","markAsReadToken":"q3CRI1uvGT_5YAM-l9N49kWyWjken-0jhm30sVjk1qj7RfTQT8unZz3KjMQ0Scr4UL6mvvwqi_DczimBQ4rePBKCQfroewlD27xd1fhcVfiJQqR70DxSlW1MSrpSssCvpc8L1Umd4Q7HstyntrKrAKjZGIG8q-ZcSQavjG6SfKgEjaVUrgKFI1PeQhSmjyIzuiherC6FVfYTX7yAFjtcLQ","text":"YOUTUBEはじめました　漫画にして"},"webhookEventId":"01KDKHG23E19VNG5BCJC8J2W1H","deliveryContext":{"isRedelivery":false},"timestamp":1766961186551,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"4604e175fe0640b586cc7d3d75d883b2","mode":"active"}]}
2025-12-28T22:33:43.146561 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594131413557576004","quoteToken":"7e9n966VUCXaB9tPzBZu2nRTZ7Uw0l-iRUv3sbpzVzELhM05LRJfqN5JJEQ6KTOgiC5BRB60zPaHp1iXKntZ3l3T3vOWjL5Bdh_xlYGs3nU31r4EKK2dhINB2p7HmvgZE4fW_atTEz9_spH0ufEcww","markAsReadToken":"KPZQAALE0bTN8SITfAFGmhl8cQFHoI3IHMnwwcdIEYBDyUlZcusshgtRTIUKRaMGJdRaNl2QMpGq1wb4F9ppjvwstJQBFpTVrx3KtchWAeMNVTzr6N5qSMKvl1vRw5dNm6UQs0s8p_EfS44JUQmmA-LAJ7gE5tK7tznTqJvFLLRoPb5rayIJqBMDp09MK2arVrT--MXwLXYyyc8d2gWakA","text":"チャンネル登録お願いしています　元気に登山しています"},"webhookEventId":"01KDKHH59W7VNSJYV98WQTFV6M","deliveryContext":{"isRedelivery":false},"timestamp":1766961222565,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"f14b070fd5154e108c15497bb47eff67","mode":"active"}]}
2025-12-28T22:33:46.254566 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594131418708181065","quoteToken":"0XMoZC4goeyiYU7IVq3fENS-wl6xnJhOevcVj4dehxIBCp0fWnBOI5ko5hMkQ9j_n1h7tCL2wP9h7diklAOhOiiRYtjt05hf00VWTykTtte-cQZ_UGeqztyASXF7-IuKE6yv3J-EoeWfApNHBZIvHA","markAsReadToken":"pcAcf-JTrbVLWIQ39eLTp__ZJKxHd20rKilG1Y2AMK1MxOoluFQkc96tmBd2sGj44xPIpXjvK8pukiFyZwMTB9bF3zoSaP-QrRAX9UNrS-8mQqS8DMnY8ORSL-cCMZFRsyLN8UkaWZ-afGOitXcL_DViKO_LI16CuzzpSV1xjkjsTh0aDRlPFEWwHa5-jL--bbssFjcsJXZJYGhSu0GHyA","text":"!登山"},"webhookEventId":"01KDKHH8CSVV9J2Q67A7AR84HZ","deliveryContext":{"isRedelivery":false},"timestamp":1766961225630,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"ba336a436c174273a40ae1aefea53f51","mode":"active"}]}
2025-12-28T22:44:39.579847 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594132514713370880","quoteToken":"tgMSv0hQQRrVp05RhJocN9yqql2jNgrBDWSd7fuhGLp5AtxTNk-w8HIPxcTeDBgSj6gjyTBQ7B8opOZOovYCVdFnVMH0xmqb8QVUPkGlL1EqChZLA1QCcNz1gutt0-zCxV9mL8xyQC0_d8NXXPmIgA","markAsReadToken":"rD2j3Xat5azUPNMX2dzLCGpsovmyfyjcMv4lmp2ewsekI1x__LpDKQBKC-FHM65R4gGRCb4uZfrPrVSsysxItnG1qrAkzpvcVdXW3enijX1triCd3hyNQ7_hqsGUzpDoEQSOqr1plZIi6q5W-dVxZmEFJeGmLjxMHBf7M4acGPGZI5-5KabHhxNpKaQg3jQfjHFFcNAyP70JmoiI4R1gOg","text":"巳年(2025年)にちなんで、蛇のキャラクターがキャンプやハイキングを楽しむ様子　四コマ漫画を書いて、起承転結"},"webhookEventId":"01KDKJ56BHTDBSHJABCAGBHCYF","deliveryContext":{"isRedelivery":false},"timestamp":1766961878902,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"2593ecf9eba749699ebbed67a0369334","mode":"active"}]}
2025-12-28T22:44:59.446974 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594132548083253708","quoteToken":"LQURAivtuQnd3E6n_q37zV7EiEjcV6IBXeoFDUfN8JxTrI_3K44-NOvv95UUxTC301cA1f0-NRWMxk4AgReAabOyGpYsse8q3nidVCFAioKFiucQMmWxE_t41VEbzyJGfePJ4PTgUIFywU6nLy3zhQ","markAsReadToken":"BEYyI1A_Xwj6dCxEugFyQ91u8XzaaIqi1bUCc8QOwzzJs9geerc79EA0aL_4C_T89HDHET-oFfUF05agA_ZNTHofb4I33Jxv4Fi_emNRVCF2csLcnfTogG6dCi-Df9gv5BCopUTRRiMnMBvcLAXoc2cYnPru-8YrCrUvOWEvdCjAt6anCISmNOJ5BBdlUR4rS42V4rniJGfvH-aH8r-YLA","text":"#YOUTUBEチャンネル登録お願いしています"},"webhookEventId":"01KDKJ5SSAZP1V9D2Z3RHHRKD6","deliveryContext":{"isRedelivery":false},"timestamp":1766961898798,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"1fe7fa66238349ffae372e99e6e6ca14","mode":"active"}]}
2025-12-28T22:45:11.367700 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594132568098472005","quoteToken":"xpxAxlS5L2JpYjdAPVwbxCsk3vI5P1NyKN1rXeWGnf3AzfqZzzFVyhCC3NTQkTUtLRlOatD4lfEKNwy4G7f_qc-O0TFuN-lzWMsCExw5G5hwCEhhtdrChX26W4Xxxc93IEF3aFm_bex4tkXZYHM5oA","markAsReadToken":"RhLdCJIYszHFDhYLi98v_IRFQkmPW9ZZTbPJntj45uDhr-nyjEdAM6fNiYnlYVkM71e_Yd0xCBBb2KY0H90WgWhaSBQVu0xgGsiSvHcs486YXUwaB6udQ5Mcj0PycwqeU1NZJA7HhjLVVZtLKweMbN3j_q81u4A9hMTGIiCMIprlE-CKyPRU3M6Rbs1co0IV_h7IN8UMNCdUMKUAHZpd2Q","text":"#メッセージを伝えたい"},"webhookEventId":"01KDKJ65DRPW4CGS3DXSP0P54C","deliveryContext":{"isRedelivery":false},"timestamp":1766961910720,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"e6607bfe40644f2eb2f1e2933914537f","mode":"active"}]}
2025-12-28T22:46:38.757368 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594132714999775284","quoteToken":"HbbCZT5n19S6Kn8InMgkQc5B5kyMFW9YlIwB1cbYUVD2wK2iDYNqY9SGqB0kJ0MgdnqckzJtJyG19ksrMM9Tq3Tj25Xyyi-qc3UIWoHINfeh958P0JQ8F0zdrIj8MD-5M_F8FOT7HMb7xJCfyRRuEA","markAsReadToken":"dlSGauASmG1LSaYCERjqOU3Q8BhmYZxXeXnYrVJSSz4OiPWgM0bDwUylrFbvPWtiMtEHhHLAJAiSjSXjYIdFIXUhIN1Q3q1h2vWRqeeK4APa0R12_PxcU6FOIxKpXaFMNPp3U5h540YR1C_x1OA2_KO3GOCg2H5mM1vbZyzQGsTJfGBrCntV80DZKZvRbLvjdgHE2X3XNoW2Se6qffzesw","text":"ハイキングを楽しむ様子　四コマ漫画を書いて、起承転結　YOUTUBEチャンネル登録"},"webhookEventId":"01KDKJ8TQX0FR8CEECF9J4P77F","deliveryContext":{"isRedelivery":false},"timestamp":1766961998280,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"10ee9402f8e6493dbb7fbd455d9febb5","mode":"active"}]}
2025-12-28T22:51:07.675582 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594133165870678017","quoteToken":"-wAjQsAWuOCPyo3TLXBT3VS1gfsNg2TTzrrBi8ZY70rLqwFnvykouZFLft2BLC5uWsFPLT7GTnQ9fzINrQcltxlbBH8SNWq5D-A30rZRRgwtkNskORxwlW5btDtLmaZYZzpQKDNGW4M_WftRxpk7Uw","markAsReadToken":"AWCmVNn2jBNuxBx-CtnuZN0QNDzSqJr6bF36EzOIYxKjIh3aEJsuIEiUEZTf1PWyKkRzTkx-M5bJXbPU9m0Zr8DCZ6nutjYgzBdqW6tWhPbuT2rz0G7mY5u92sdzgGk9SfclTYIQn6X9qxFrlkfFUg8cpPwrSmNITtC-5dXkH1e3IWjG5DrN4J6rPrUDj1cUTslx8nskSErr_zjfyoUvMw","text":"YOUTUBEはじめました　チャンネル登録お願いしています　元気に登山しています　　\n"},"webhookEventId":"01KDKJH1C6ARE08G5FSMKTJ46S","deliveryContext":{"isRedelivery":false},"timestamp":1766962267018,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"7b6589002c624072919251fe1be217b5","mode":"active"}]}
2025-12-28T22:51:13.934905 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594133176440324318","quoteToken":"u4SWYE0Kx_71BpBA6su6n4oxDTRrz9Y_pYh9zooRAxcNdlHe1tlYcACa-ELAyYExJKdwWr0ffxVyTmcUci-vd9YJxKX_J_C0kkz_JEEIr8d9kstF-wm2Q6JWautaX9CYYNGZY0U0DhR-RQeGKao8gg","markAsReadToken":"rbdcc0QCi_u6Ib2m2wXBTTMIYKPaGfT_8BAstZTb7P_ysSxhaIfoANILQ4c17n0mE67L31i1L7TvRAjAC37EHrUQ0PBA6aB8ouSFyPDSSgj9TRWSn1sSCRapZ5CburoFREdWdXQUpoyUMcuZocnNZ5WWf6xTamb7Pq3Bz7-Y5YIz2ZvZThHsOGSXvJyqby8lQ3ZxawwI9CL5W2vHj6DLeA","text":"!単身赴任\n"},"webhookEventId":"01KDKJH7H8RKEF0NW7KDE2PBV4","deliveryContext":{"isRedelivery":false},"timestamp":1766962273324,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"c40fdf82e5c143fabe65e8c6c0645d3c","mode":"active"}]}
2025-12-28T22:51:15.456800 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594133179007238400","quoteToken":"vSs9uqj-Bo2dNLTHIIK3NdE0ObdJN216NlyNPMf4FxE5pfehdnYkn0LTRKY64EuAH1l-64n5eJCQlKNPdpSmh9h2ZiqMBJbtdI17-m6ruBcYhksNfQXeJKHm-q7oo6hBHC5It-GBJbSBYZ4zP9ZPFg","markAsReadToken":"5AMZ9tNXFrBckH_AHUUjdmnC4MD1xitQzyj_gPwBYFFhEe1n4a75Fx4zSRnWMy30yxT6E5-R-qsxGgqYx-ARcpVAYQmU5SJ4KhPKxcIzijbtsx1kp2vU5nBjrV-I-0MgdYO138u2yAELqhUgiPNsccE7qyK1YUwquRlZSDardwWgxHXieBO3aHaOS32gd6ESBG-trKydAXWlzrCOQipiGQ","text":"https://www.youtube.com/@LoveryOutdoorJP"},"webhookEventId":"01KDKJH912Z9N6W2HXSK6G1WGE","deliveryContext":{"isRedelivery":false},"timestamp":1766962274853,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"749477fb82ae408e9a76430ec213d7c5","mode":"active"}]}
